47.5206338,7.6796551,Mai
47.53028715,7.660280823958373,Mai
47.5273993,7.6479464,Mai
47.53028715,7.660280823958373,Mai
47.53028715,7.660280823958373,Mai
47.53028715,7.660280823958373,Mai
47.5281359,7.5827776,Mai
47.5281359,7.5827776,Mai
47.5520812,7.6373276,Mai
47.5520812,7.6373276,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5352144,7.6075756,Mai
47.5412855,7.5944857,Mai
47.5352144,7.6075756,Mai
47.5504156,7.5941569,Mai
47.5504156,7.5941569,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.5520495,7.5965009,Mai
47.5520495,7.5965009,Mai
47.5730557,7.6819847,Mai
47.5730557,7.6819847,Mai
47.5730557,7.6819847,Mai
47.5730557,7.6819847,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5299526,7.6078588,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5610023,7.5699194,Mai
47.5610023,7.5699194,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.5438955,7.5882257,Mai
47.5438955,7.5882257,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5404267,7.736166754676857,Mai
47.5404267,7.736166754676857,Mai
47.5404267,7.736166754676857,Mai
47.5378989,7.732201194716751,Mai
47.5378989,7.732201194716751,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.5299526,7.6078588,Mai
47.530686,7.68734,Mai
47.530686,7.68734,Mai
47.5298617,7.6959294,Mai
47.5298617,7.6959294,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5412855,7.5944857,Mai
47.5506695,7.62403,Mai
47.5506695,7.62403,Mai
47.5630341,7.5993483,Mai
47.5630341,7.5993483,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.5630341,7.5993483,Mai
47.5630341,7.5993483,Mai
47.5475655,7.6209609,Mai
47.5475655,7.6209609,Mai
47.53498925,7.626982991664678,Mai
47.53498925,7.626982991664678,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5404267,7.736166754676857,Mai
47.5404267,7.736166754676857,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
47.5273993,7.6479464,Mai
